time,signal
0.0,7.69459862670642e-21
0.01,8.503421446798956e-21
0.02,9.396324532749073e-21
0.03,1.0381948798732402e-20
0.04,1.1469812748239537e-20
0.05,1.267040052182252e-20
0.06,1.399525866765051e-20
0.07,1.545710248779582e-20
0.08,1.706993289543599e-20
0.09,1.884916480826121e-20
0.1,2.0811768202028246e-20
0.11,2.2976423056216598e-20
0.12,2.5363689541989333e-20
0.13,2.7996194932097913e-20
0.14,3.089883885403684e-20
0.15,3.409901866280067e-20
0.16,3.7626876879235366e-20
0.17,4.151557282561297e-20
0.18,4.5801580793131324e-20
0.19,5.052501729818101e-20
0.2,5.573000022720691e-20
0.21,6.146504293571969e-20
0.22,6.778348665759447e-20
0.23,7.47439748985571e-20
0.24,8.241097383508909e-20
0.25,9.085534311976665e-20
0.26,1.0015496190910082e-19
0.27,1.1039541538361367e-19
0.28,1.216707475256229e-19
0.29,1.340842864619259e-19
0.3,1.4774954927042648e-19
0.31,1.6279123379626576e-19
0.32,1.7934630572937176e-19
0.33,1.9756518996659526e-19
0.34,2.1761307612409837e-19
0.35000000000000003,2.396713489855086e-19
0.36,2.6393915567568465e-19
0.37,2.9063512244645765e-19
0.38,3.1999923515759084e-19
0.39,3.522948988425638e-19
0.4,3.8781119317469605e-19
0.41000000000000003,4.2686534220466673e-19
0.42,4.698054184383368e-19
0.43,5.170133031756748e-19
0.44,5.68907927051946e-19
0.45,6.259488169260102e-19
0.46,6.886399776640131e-19
0.47000000000000003,7.575341399875133e-19
0.48,8.332374084132099e-19
0.49,9.164143464267265e-19
0.5,1.0077935394300012e-18
0.51,1.1081736797038495e-18
0.52,1.2184302216627426e-18
0.53,1.3395226600761014e-18
0.54,1.4725024887223958e-18
0.55,1.6185219021629385e-18
0.56,1.7788433090096717e-18
0.5700000000000001,1.9548497312574886e-18
0.58,2.1480561709980597e-18
0.59,2.3601220331823754e-18
0.6,2.592864701100371e-18
0.61,2.848274369959531e-18
0.62,3.1285302534294104e-18
0.63,3.436018288345047e-18
0.64,3.773350474000502e-18
0.65,4.14338599469603e-18
0.66,4.549254287511061e-18
0.67,4.994380231758632e-18
0.68,5.4825116523332914e-18
0.6900000000000001,6.017749346302832e-18
0.7000000000000001,6.60457986073931e-18
0.71,7.247911270060111e-18
0.72,7.95311222319878e-18
0.73,8.72605455490289e-18
0.74,9.573159781519686e-18
0.75,1.0501449829970371e-17
0.76,1.1518602379413248e-17
0.77,1.263301122857336e-17
0.78,1.3853852138097516e-17
0.79,1.5191154636822754e-17
0.8,1.665588032379929e-17
0.81,1.8260008244563917e-17
0.8200000000000001,2.0016627970851636e-17
0.8300000000000001,2.194004106797019e-17
0.84,2.404587169385648e-17
0.85,2.6351187138742675e-17
0.86,2.887462918484587e-17
0.87,3.163655724201477e-17
0.88,3.465920429832904e-17
0.89,3.7966846814797283e-17
0.9,4.1585989791151604e-17
0.91,4.554556833589326e-17
0.92,4.987716718896091e-17
0.93,5.461525977035129e-17
0.9400000000000001,5.979746846362101e-17
0.9500000000000001,6.546484799021838e-17
0.96,7.166219389011066e-17
0.97,7.843837829706899e-17
0.98,8.58467153845534e-17
0.99,9.394535906136566e-17
1.0,1.0279773571668917e-16
1.01,1.1247301505297902e-16
1.02,1.2304662230406913e-16
1.03,1.346007954164212e-16
1.04,1.472251910754426e-16
1.05,1.6101754378815999e-16
1.06,1.7608438259031128e-16
1.07,1.9254181033243958e-16
1.08,2.1051635091808451e-16
1.09,2.3014587032049955e-16
1.1,2.5158057769514046e-16
1.11,2.749841134365529e-16
1.12,3.0053473160362047e-16
1.1300000000000001,3.2842658475976604e-16
1.1400000000000001,3.588711199488178e-16
1.1500000000000001,3.920985952564143e-16
1.16,4.283597271962648e-16
1.17,4.679274800143497e-16
1.18,5.110990089279766e-16
1.19,5.581977703158699e-16
1.2,6.095758129562418e-16
1.21,6.656162655785942e-16
1.22,7.2673603725881e-16
1.23,7.933887485538588e-16
1.24,8.660679127493157e-16
1.25,9.453103881902853e-16
1.26,1.0317001243919813e-15
1.27,1.12587222649179e-15
1.28,1.228517364620102e-15
1.29,1.3403865569452571e-15
1.3,1.4622963575006583e-15
1.31,1.5951344824435175e-15
1.32,1.7398659111406224e-15
1.33,1.897539501439914e-15
1.34,2.0692951616893673e-15
1.35,2.2563716255206337e-15
1.36,2.460114879146858e-15
1.37,2.681987294952555e-15
1.3800000000000001,2.9235775295014377e-15
1.3900000000000001,3.1866112487810625e-15
1.4000000000000001,3.472962748566208e-15
1.41,3.784667543247339e-15
1.42,4.123936002365023e-15
1.43,4.493168120449426e-15
1.44,4.894969512623367e-15
1.45,5.33216873582341e-15
1.46,5.807836043470981e-15
1.47,6.325303690024801e-15
1.48,6.8881879111202196e-15
1.49,7.50041271499399e-15
1.5,8.16623563166955e-15
1.51,8.890275577987283e-15
1.52,9.67754300907752e-15
1.53,1.0533472540356931e-14
1.54,1.1463958238652589e-14
1.55,1.2475391796707537e-14
1.56,1.3574703822172037e-14
1.57,1.4769408490342306e-14
1.58,1.6067651829446727e-14
1.59,1.7478263928335138e-14
1.6,1.9010815379079637e-14
1.61,2.0675678291392494e-14
1.62,2.248409224201967e-14
1.6300000000000001,2.444823555052485e-14
1.6400000000000001,2.658130230329404e-14
1.6500000000000001,2.8897585580298964e-14
1.6600000000000001,3.1412567374368534e-14
1.67,3.414301573057957e-14
1.68,3.710708967411346e-14
1.69,4.0324452538726137e-14
1.7,4.381639435509327e-14
1.71,4.760596400893747e-14
1.72,5.171811193330543e-14
1.73,5.6179844157907824e-14
1.74,6.102038860134604e-14
1.75,6.627137455968752e-14
1.76,7.196702641752243e-14
1.77,7.814437268571175e-14
1.78,8.484347155394183e-14
1.79,9.210765423631027e-14
1.8,9.998378748497179e-14
1.81,1.0852255675083249e-13
1.82,1.1777877158193368e-13
1.83,1.2781169497000644e-13
1.84,1.386853984844138e-13
1.85,1.5046914517081977e-13
1.86,1.6323780234021983e-13
1.87,1.7707228653312737e-13
1.8800000000000001,1.9206004311445687e-13
1.8900000000000001,2.082955631379357e-13
1.9000000000000001,2.258809403154303e-13
1.9100000000000001,2.4492647113746633e-13
1.92,2.655513014174525e-13
1.93,2.878841227746892e-13
1.94,3.1206392283138813e-13
1.95,3.3824079317786555e-13
1.96,3.6657679945912936e-13
1.97,3.9724691825660437e-13
1.98,4.3044004578242574e-13
1.99,4.663600837717942e-13
2.0,5.052271083536892e-13
2.0100000000000002,5.4727862810285e-13
2.02,5.927709379290149e-13
2.0300000000000002,6.41980575944509e-13
2.04,6.952058909710375e-13
2.05,7.527687289030987e-13
2.06,8.150162467413298e-13
2.07,8.82322863747332e-13
2.08,9.550923598546329e-13
2.09,1.0337601322016288e-12
2.1,1.1187956214351817e-12
2.11,1.210704920271076e-12
2.12,1.3100335776938892e-12
2.13,1.4173696131377874e-12
2.14,1.5333467560158011e-12
2.15,1.6586479270623166e-12
2.16,1.7940089791276756e-12
2.17,1.9402227163184413e-12
2.18,2.098143211719696e-12
2.19,2.2686904453703008e-12
2.2,2.4528552856964323e-12
2.21,2.651704839248439e-12
2.22,2.866388195338832e-12
2.23,3.098142594051716e-12
2.24,3.348300048096075e-12
2.25,3.618294451112518e-12
2.2600000000000002,3.9096692073280445e-12
2.27,4.224085419892702e-12
2.2800000000000002,4.563330677837895e-12
