time,signal
0.0,1.106935509574367e-15
0.01,1.1381090277740992e-15
0.02,1.1701474976243824e-15
0.03,1.2030745518612834e-15
0.04,1.2369144589498634e-15
0.05,1.2716921399428066e-15
0.06,1.3074331857826408e-15
0.07,1.3441638750600256e-15
0.08,1.3819111922397713e-15
0.09,1.420702846367728e-15
0.1,1.4605672902713315e-15
0.11,1.501533740267403e-15
0.12,1.5436321963910034e-15
0.13,1.5868934631594919e-15
0.14,1.631349170887147e-15
0.15,1.6770317975646748e-15
0.16,1.7239746913203936e-15
0.17,1.772212093478575e-15
0.18,1.821779162232181e-15
0.19,1.8727119969475588e-15
0.2,1.9250476631184958e-15
0.21,1.9788242179892193e-15
0.22,2.034080736864859e-15
0.23,2.090857340130087e-15
0.24,2.1491952209962907e-15
0.25,2.2091366739993702e-15
0.26,2.2707251242700286e-15
0.27,2.3340051576004523e-15
0.28,2.3990225513316063e-15
0.29,2.465824306085867e-15
0.3,2.5344586783722246e-15
0.31,2.604975214090855e-15
0.32,2.6774247829661276e-15
0.33,2.7518596139375647e-15
0.34,2.8283333315408518e-15
0.35000000000000003,2.9069009933105295e-15
0.36,2.987619128239847e-15
0.37,3.070545776332832e-15
0.38,3.1557405292867626e-15
0.39,3.2432645723446837e-15
0.4,3.333180727358854e-15
0.41000000000000003,3.4255534971103126e-15
0.42,3.520449110928955e-15
0.43,3.617935571664259e-15
0.44,3.718082704056968e-15
0.45,3.820962204566059e-15
0.46,3.926647692708787e-15
0.47000000000000003,4.035214763973082e-15
0.48,4.14674104436824e-15
0.49,4.261306246679975e-15
0.5,4.378992228503377e-15
0.51,4.499883052129757e-15
0.52,4.624065046368789e-15
0.53,4.75162687039294e-15
0.54,4.882659579695643e-15
0.55,5.017256694262822e-15
0.56,5.155514269061065e-15
0.5700000000000001,5.297530966955866e-15
0.58,5.443408134178326e-15
0.59,5.593249878469412e-15
0.6,5.747163150037067e-15
0.61,5.905257825474122e-15
0.62,6.067646794793752e-15
0.63,6.234446051749482e-15
0.64,6.405774787622562e-15
0.65,6.581755488668643e-15
0.66,6.7625140374340875e-15
0.67,6.948179818162949e-15
0.68,7.138885826539105e-15
0.6900000000000001,7.334768784020084e-15
0.7000000000000001,7.53596925704175e-15
0.71,7.742631781396416e-15
0.72,7.954904992105193e-15
0.73,8.172941759137113e-15
0.74,8.396899329347384e-15
0.75,8.626939475045634e-15
0.76,8.86322864962783e-15
0.77,9.105938150749034e-15
0.78,9.355244291545661e-15
0.79,9.611328580459796e-15
0.8,9.87437791026354e-15
0.81,1.0144584756924942e-14
0.8200000000000001,1.0422147389017125e-14
0.8300000000000001,1.0707270088419517e-14
0.84,1.1000163383129931e-14
0.85,1.1301044293067755e-14
0.86,1.1610136589821854e-14
0.87,1.1927671071377451e-14
0.88,1.2253885852935802e-14
0.89,1.258902667504012e-14
0.9,1.2933347230312525e-14
0.91,1.3287109510222706e-14
0.92,1.3650584173419871e-14
0.93,1.4024050937291068e-14
0.9400000000000001,1.4407798994544478e-14
0.9500000000000001,1.480212745676413e-14
0.96,1.520734582705015e-14
0.97,1.5623774504023543e-14
0.98,1.6051745319676624e-14
0.99,1.6491602113744686e-14
1.0,1.694370134750633e-14
1.01,1.7408412760152386e-14
1.02,1.7886120071134268e-14
1.03,1.8377221732178218e-14
1.04,1.8882131732961406e-14
1.05,1.940128046477975e-14
1.06,1.9935115646890808e-14
1.07,2.0484103320614593e-14
1.08,2.104872891668386e-14
1.09,2.162949840180413e-14
1.1,2.2226939510867356e-14
1.11,2.284160307180427e-14
1.12,2.3474064430638203e-14
1.1300000000000001,2.4124924984921904e-14
1.1400000000000001,2.4794813834429334e-14
1.1500000000000001,2.548438955869304e-14
1.16,2.619434213178289e-14
1.17,2.6925394985567507e-14
1.18,2.7678307233638778e-14
1.19,2.8453876069074684e-14
1.2,2.925293935030051e-14
1.21,3.0076378390489656e-14
1.22,3.092512096719941e-14
1.23,3.1800144570322927e-14
1.24,3.2702479907903516e-14
1.25,3.363321469097835e-14
1.26,3.459349772032496e-14
1.27,3.5584543299879415e-14
1.28,3.660763600359436e-14
1.29,3.766413582469804e-14
1.3,3.8755483738673646e-14
1.31,3.988320771381562e-14
1.32,4.104892920598644e-14
1.33,4.225437017714245e-14
1.34,4.3501360680433285e-14
1.35,4.479184705811605e-14
1.36,4.6127900802276495e-14
1.37,4.751172813238297e-14
1.3800000000000001,4.89456803480417e-14
1.3900000000000001,5.043226502004064e-14
1.4000000000000001,5.1974158087810986e-14
1.41,5.357421693693887e-14
1.42,5.523549453622506e-14
1.43,5.696125472018759e-14
1.44,5.875498870974622e-14
1.45,6.062043297123356e-14
1.46,6.25615885218808e-14
1.47,6.458274179849563e-14
1.48,6.668848721537608e-14
1.49,6.888375154746153e-14
1.5,7.117382028554253e-14
1.51,7.35643661219358e-14
1.52,7.606147973757982e-14
1.53,7.867170307498253e-14
1.54,8.140206529597579e-14
1.55,8.42601216389198e-14
1.56,8.725399540681946e-14
1.57,9.039242333601954e-14
1.58,9.368480461465662e-14
1.59,9.714125384115016e-14
1.6,1.0077265823562739e-13
1.61,1.0459073944163895e-13
1.62,1.086081202817417e-13
1.6300000000000001,1.1283839685880615e-13
1.6400000000000001,1.1729621642534352e-13
